episode,reward,steps,success,total_steps
685,0.757,81,1,36741
686,-1.0,70,0,36811
687,0.0,19,0,36830
688,0.0,16,0,36846
689,0.0,8,0,36854
690,0.0,96,0,36950
691,-1.0,70,0,37020
692,-1.0,110,0,37130
693,0.0,113,0,37243
694,0.0,80,0,37323
695,0.0,12,0,37335
696,-1.0,100,0,37435
697,-1.0,60,0,37495
698,0.0,17,0,37512
699,-1.0,60,0,37572
700,0.0,47,0,37619
701,-1.0,60,0,37679
702,0.0,72,0,37751
703,0.0,97,0,37848
704,-1.0,60,0,37908
705,0.0,41,0,37949
706,-1.0,120,0,38069
707,-1.0,110,0,38179
708,0.0,75,0,38254
709,0.673,109,1,38363
710,0.0,3,0,38366
711,-1.0,70,0,38436
712,0.5529999999999999,149,1,38585
713,0.0,18,0,38603
714,0.0,14,0,38617
715,0.0,5,0,38622
716,0.0,7,0,38629
717,-1.0,110,0,38739
718,0.0,16,0,38755
719,-1.0,100,0,38855
720,0.0,228,0,39083
721,-1.0,90,0,39173
722,0.0,24,0,39197
723,0.0,47,0,39244
724,0.0,74,0,39318
725,0.0,108,0,39426
726,-1.0,100,0,39526
727,0.0,121,0,39647
728,0.0,19,0,39666
729,0.0,111,0,39777
730,0.0,89,0,39866
731,0.0,3,0,39869
732,0.0,49,0,39918
733,0.0,100,0,40018
734,0.0,24,0,40042
735,0.0,172,0,40214
736,0.0,42,0,40256
737,0.0,39,0,40295
738,0.0,48,0,40343
739,0.0,168,0,40511
740,-1.0,70,0,40581
741,0.0,104,0,40685
742,0.0,29,0,40714
743,0.0,216,0,40930
744,-1.0,120,0,41050
745,0.0,109,0,41159
746,-1.0,30,0,41189
747,0.862,46,1,41235
748,-1.0,140,0,41375
749,0.0,149,0,41524
750,0.0,17,0,41541
751,0.0,15,0,41556
752,0.0,69,0,41625
753,0.0,37,0,41662
754,0.0,6,0,41668
755,-1.0,70,0,41738
756,0.0,92,0,41830
757,0.0,23,0,41853
758,0.0,68,0,41921
759,0.0,40,0,41961
760,-1.0,70,0,42031
761,0.0,29,0,42060
762,0.0,70,0,42130
763,0.0,52,0,42182
764,0.0,49,0,42231
765,0.0,15,0,42246
766,0.0,102,0,42348
767,-1.0,80,0,42428
768,-1.0,70,0,42498
769,0.0,17,0,42515
770,0.0,97,0,42612
771,-1.0,160,0,42772
772,-1.0,50,0,42822
773,0.0,7,0,42829
774,0.0,30,0,42859
775,0.0,27,0,42886
776,0.0,50,0,42936
777,0.0,16,0,42952
778,0.0,57,0,43009
779,0.0,101,0,43110
780,-1.0,160,0,43270
781,0.0,55,0,43325
782,0.0,3,0,43328
783,0.0,300,0,43628
784,0.0,9,0,43637
785,0.0,47,0,43684
786,0.0,67,0,43751
787,-1.0,100,0,43851
788,0.0,3,0,43854
789,0.0,3,0,43857
790,0.0,200,0,44057
791,0.0,28,0,44085
792,-1.0,50,0,44135
793,-1.0,90,0,44225
794,0.0,52,0,44277
795,-1.0,50,0,44327
796,-1.0,120,0,44447
797,0.0,3,0,44450
798,0.0,3,0,44453
799,0.0,24,0,44477
800,-1.0,50,0,44527
801,0.0,60,0,44587
802,0.0,44,0,44631
803,0.0,48,0,44679
804,0.0,4,0,44683
805,0.0,7,0,44690
806,-1.0,90,0,44780
807,0.0,3,0,44783
808,-1.0,130,0,44913
809,-1.0,60,0,44973
810,0.0,99,0,45072
811,0.0,134,0,45206
812,-1.0,80,0,45286
813,0.0,23,0,45309
814,0.0,8,0,45317
815,0.0,65,0,45382
816,0.0,90,0,45472
817,0.0,3,0,45475
818,-1.0,70,0,45545
819,0.0,13,0,45558
820,-1.0,60,0,45618
821,0.0,32,0,45650
822,0.0,113,0,45763
823,0.0,122,0,45885
824,0.0,48,0,45933
825,0.0,5,0,45938
826,0.0,6,0,45944
827,-1.0,70,0,46014
828,-1.0,60,0,46074
829,0.0,6,0,46080
830,0.0,3,0,46083
831,0.0,47,0,46130
832,-1.0,90,0,46220
833,-1.0,210,0,46430
834,0.0,103,0,46533
835,0.0,94,0,46627
836,0.0,84,0,46711
837,0.0,175,0,46886
838,0.0,19,0,46905
839,0.0,54,0,46959
840,-1.0,120,0,47079
841,0.0,37,0,47116
842,-1.0,80,0,47196
